x,y
0.477593541145325,-0.132761863666689
0.442278474569321,-0.194563844370504
-0.01361729670316,-0.185210280046727
0.623602271080017,-0.205381314202244
0.348352581262589,-0.050863542958058
-0.148685768246651,-0.107806172307162
0.167072519659996,-0.144805748692737
-0.523191571235657,0.135434045719379
-0.530403673648834,-0.035624649512018
-0.581221163272858,-0.071894819805258
0.316289812326431,-0.336091418459462
-0.369395703077316,0.370632304460193
0.624958276748657,-0.17419601894207
0.791872680187225,-0.243566951447049
0.3253313601017,-0.141291462597946
-0.751685380935669,0.199780655495111
0.488694071769714,0.18696341737662
-0.146468788385391,-0.21293129530568
-0.146468788385391,-0.21293129530568
0.693440318107605,-0.216865361576499
-0.556121170520782,-0.085624279851749
0.402735650539398,0.365066092546302
0.718052089214325,-0.165982491328651
-0.541834115982056,0.131676373655498
0.058987978845835,-0.230722861946248
-0.437465935945511,0.083011928003953
-0.031932212412357,-0.196725029997567
0.674475312232971,-0.131206789454735
0.123094514012337,-0.229669798039945
-0.563037753105164,0.006020772816769
-0.401664108037949,0.197267049932635
-0.385677367448807,0.172666607472218
0.439978718757629,0.350711693023799
-0.430570989847183,0.150475657578416
-0.09344020485878,-0.169940746427713
0.722548186779022,-0.152079584902938
0.335172235965729,0.334084660968285
0.626250624656677,-0.157234182599034
-0.3506098985672,0.18951170746038
-0.055718995630741,-0.187846363096285
0.66886430978775,-0.257939727347175
0.33095782995224,0.376364973548879
-0.617506742477417,0.13196971817255
-0.038723304867744,-0.235401397352444
0.737225949764252,-0.177191285289828
0.374635189771652,-0.203006910294583
-0.468084812164307,0.097930153066149
-0.461249470710754,0.067857502302729
0.679180920124054,-0.108626524233449
-0.145880937576294,-0.186144170885727
0.681170284748077,-0.171033023574494
0.187207952141762,-0.284681207983121
-0.104235887527466,-0.166421301634417
0.663825929164886,-0.106521739584278
-0.149306446313858,0.394370852019037
-0.444711774587631,0.124050069964276
-0.567948043346405,0.253556616578395
0.075081743299961,-0.257318639065439
-0.034348353743553,-0.222238371910903
-0.425341874361038,0.089712251256763
-0.129680141806602,-0.155917406976076
-0.167563885450363,-0.174088137956748
0.666254580020905,-0.168805274095756
-0.501362979412079,0.041371576340006
-0.047855410724878,-0.258272237559096
0.662152349948883,-0.169297466233284
-0.458899736404419,-0.009498253781855
-0.141482844948769,-0.137241242405953
0.422681570053101,0.262994467379356
0.725705444812775,-0.171105150262345
-0.022814631462097,-0.073788442521392
-0.53679758310318,0.162209450146875
-0.614640533924103,0.177596195576847
-0.375773578882217,0.203396166190057
-0.006485952995718,0.398833102452897
-0.459313690662384,0.187134391384208
0.717540204524994,-0.158528326512421
-0.412518501281738,0.218217392268039
-0.423691719770432,0.122413942376506
